block_timestamp,block_number,gas,receipt_gas_used,gas_price,value,class
1508133448,4370089,30000,21000,22050000000.0,2.86e+19,0
1508133597,4370096,30000,21000,22050000000.0,3.33e+17,0
1508133637,4370097,30000,21000,22050000000.0,1e+19,0
1508133685,4370099,21000,21000,210000000000.0,8e+18,0
1508133760,4370102,121000,21000,20609467870.0,3.17e+17,0
1508133760,4370102,31500,21000,20609467870.0,2e+16,0
1508133806,4370103,121000,21000,20609467870.0,5.24e+16,0
1508133806,4370103,90000,21000,70000000000.0,4.99e+17,0
1508133925,4370107,21000,21000,23100000000.0,5.42e+16,0
1508134009,4370110,21000,21000,23100000000.0,2e+17,0
1508134009,4370110,21000,21000,23100000000.0,1e+18,0
1508134127,4370113,21000,21000,23100000000.0,5.09e+16,0
1508134127,4370113,30000,21000,22050000000.0,2.45e+17,0
1508135830,4370197,25200,21000,6467164160.0,1.6e+17,0
1508135893,4370198,21000,21000,23100000000.0,1e+18,0
1508135919,4370199,30000,21000,22050000000.0,2e+18,0
1508136372,4370214,25200,21000,48656250000.0,2e+17,0
1508136428,4370217,30000,21000,22050000000.0,2.6e+18,0
1508136614,4370220,25200,21000,16625000000.0,5e+18,0
1508136723,4370225,90000,21000,31500000000.0,2.39e+18,0
1508136826,4370227,21000,21000,28000000000.0,4.06e+18,0
1508137106,4370242,21000,21000,23100000000.0,9.9e+17,0
1508137208,4370248,90000,21000,31500000000.0,1.8e+21,0
1508137248,4370251,90000,21000,31500000000.0,7.06e+20,0
1508137530,4370256,90000,21000,31500000000.0,6e+20,0
1508137560,4370257,90000,21000,25200000000.0,6e+17,0
1508137560,4370257,30000,21000,22050000000.0,2.3e+19,0
1508137560,4370257,90000,21000,25200000000.0,3.79e+19,0
1508137629,4370259,30000,21000,22050000000.0,1e+19,0
1508137629,4370259,30000,21000,22050000000.0,1e+19,0
1508137629,4370259,30000,21000,22050000000.0,1.85e+18,0
1508137794,4370266,21000,21000,61000000000.0,5.29e+17,0
1508137794,4370266,21000,21000,61000000000.0,2.76e+17,0
1508137794,4370266,21000,21000,61000000000.0,5.44e+17,0
1508137794,4370266,21000,21000,61000000000.0,3.59e+17,0
1508137794,4370266,21000,21000,61000000000.0,6.17e+17,0
1508137794,4370266,21000,21000,61000000000.0,1.13e+18,0
1508137794,4370266,21000,21000,61000000000.0,2.88e+17,0
1508137794,4370266,21000,21000,61000000000.0,4.51e+17,0
1508137794,4370266,21000,21000,61000000000.0,6.65e+17,0
1508137794,4370266,21000,21000,61000000000.0,7.3e+17,0
1508137794,4370266,21000,21000,61000000000.0,1.45e+18,0
1508137794,4370266,21000,21000,61000000000.0,1.21e+18,0
1508137794,4370266,21000,21000,61000000000.0,6.5e+17,0
1508137794,4370266,21000,21000,61000000000.0,4.87e+17,0
1508137794,4370266,21000,21000,61000000000.0,1.83e+18,0
1508137794,4370266,21000,21000,61000000000.0,4.86e+17,0
1508137794,4370266,21000,21000,61000000000.0,2.47e+17,0
1508137794,4370266,21000,21000,61000000000.0,5.33e+17,0
1508137794,4370266,21000,21000,61000000000.0,5.07e+17,0
1508137794,4370266,21000,21000,61000000000.0,2.34e+18,0
1508137794,4370266,21000,21000,61000000000.0,1.11e+18,0
1508137794,4370266,21000,21000,61000000000.0,1.21e+18,0
1508137794,4370266,90000,21000,70000000000.0,4.6e+18,0
1508137794,4370266,21000,21000,61000000000.0,1.5e+18,0
1508137794,4370266,21000,21000,61000000000.0,5.87e+17,0
1508137794,4370266,21000,21000,61000000000.0,4.77e+17,0
1508137794,4370266,21000,21000,61000000000.0,2.27e+17,0
1508137794,4370266,21000,21000,61000000000.0,7.33e+17,0
1508137794,4370266,21000,21000,61000000000.0,4.11e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.87e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.72e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.63e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.8e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.83e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.67e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.82e+17,0
1508137834,4370267,21000,21000,61000000000.0,2.2e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.63e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.68e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.99e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.87e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.82e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.84e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.89e+17,0
1508137834,4370267,21000,21000,61000000000.0,2.14e+17,0
1508137834,4370267,21000,21000,61000000000.0,2.15e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.86e+17,0
1508137834,4370267,21000,21000,61000000000.0,2.03e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.57e+17,0
1508137834,4370267,21000,21000,61000000000.0,2.2e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.6e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.86e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.57e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.55e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.88e+17,0
1508137834,4370267,21000,21000,61000000000.0,1.89e+17,0
1508137892,4370269,90000,21000,31500000000.0,1.26e+19,0
1508138015,4370274,90000,21000,25200000000.0,1.59e+17,0
1508138015,4370274,90000,21000,25200000000.0,4.99e+18,0
1508138080,4370276,121000,21000,37200000000.0,1.5e+16,0
1508138080,4370276,30000,21000,22050000000.0,2e+19,0
1508138124,4370277,121000,21000,37200000000.0,1.16e+18,0
1508138124,4370277,121000,21000,37200000000.0,3.36e+18,0
1508138124,4370277,21000,21000,61000000000.0,1.51e+17,0
1508138256,4370279,31500,21000,17000000000.0,2000000000000000.0,0
1508138295,4370281,21000,21000,61000000000.0,1.49e+17,0
1508138295,4370281,21000,21000,61000000000.0,1.48e+17,0
1508138295,4370281,21000,21000,61000000000.0,1.48e+17,0
1508138337,4370284,90000,21000,31500000000.0,1e+18,0
1508138371,4370286,21000,21000,61000000000.0,1.46e+17,0
1508138542,4370291,21000,21000,61000000000.0,1.43e+17,0
1508138542,4370291,21000,21000,61000000000.0,1.42e+17,0
1508138542,4370291,21000,21000,61000000000.0,1.43e+17,0
1508138542,4370291,21000,21000,61000000000.0,1.44e+17,0
1508138542,4370291,21000,21000,61000000000.0,1.44e+17,0
1508138542,4370291,21000,21000,61000000000.0,1.42e+17,0
1508138651,4370294,30000,21000,22050000000.0,2e+19,0
1508138698,4370296,21000,21000,61000000000.0,1.4e+17,0
1508138698,4370296,21000,21000,61000000000.0,1.41e+17,0
1508138698,4370296,21000,21000,61000000000.0,1.4e+17,0
1508138698,4370296,21000,21000,61000000000.0,1.41e+17,0
1508138811,4370297,90000,21000,61000000000.0,1e+19,0
1508138855,4370299,90000,21000,61000000000.0,9.69e+17,0
1508138916,4370301,25200,21000,100000000000.0,1.5e+19,0
1508138941,4370302,90000,21000,61000000000.0,5.25e+18,0
1508138964,4370304,31500,21000,24097542697.0,3452000000000000.0,0
1508138992,4370306,21000,21000,61000000000.0,1.39e+17,0
1508139001,4370307,21000,21000,61000000000.0,1.39e+17,0
1508139045,4370310,21000,21000,61000000000.0,3e+18,0
1508139070,4370313,21000,21000,61000000000.0,1.38e+17,0
1508139070,4370313,21000,21000,61000000000.0,1.38e+17,0
1508139084,4370315,21000,21000,61000000000.0,1.37e+17,0
1508139156,4370316,21000,21000,61000000000.0,1.35e+17,0
1508139156,4370316,21000,21000,61000000000.0,1.37e+17,0
1508139156,4370316,21000,21000,61000000000.0,1.36e+17,0
1508139162,4370317,30000,21000,22050000000.0,9.5e+16,0
1508139192,4370319,21000,21000,61000000000.0,1.34e+17,0
1508139192,4370319,21000,21000,61000000000.0,1.32e+17,0
1508139215,4370320,90000,21000,20609467870.0,7500000000000000.0,0
1508139215,4370320,90000,21000,20609467870.0,7500000000000000.0,0
1508139215,4370320,90000,21000,20609467870.0,7500000000000000.0,0
1508139215,4370320,21000,21000,43000000000.0,1.11e+18,0
1508139270,4370321,21000,21000,61000000000.0,1.33e+17,0
1508139270,4370321,90000,21000,20609467870.0,7500000000000000.0,0
1508139270,4370321,21000,21000,61000000000.0,1.34e+17,0
1508139352,4370322,21000,21000,23100000000.0,1e+18,0
1508139549,4370333,121000,21000,3000000000.0,3e+17,0
1508139615,4370338,30000,21000,22050000000.0,1.2e+19,0
1508139650,4370339,21000,21000,61000000000.0,1.31e+17,0
1508139650,4370339,21000,21000,61000000000.0,6.07e+18,0
1508139650,4370339,21000,21000,61000000000.0,1.31e+17,0
1508139650,4370339,21000,21000,61000000000.0,1.31e+17,0
1508139650,4370339,21000,21000,61000000000.0,9.37e+18,0
1508139716,4370342,21000,21000,23100000000.0,3.26e+17,0
1508139787,4370346,21000,21000,61000000000.0,1.29e+17,0
1508139787,4370346,21000,21000,1500000000.0,10000000000000.0,0
1508139927,4370349,100000,21000,29000000000.0,5e+16,0
1508140067,4370350,21000,21000,61000000000.0,1.28e+17,0
1508140067,4370350,21000,21000,61000000000.0,1.27e+17,0
1508140067,4370350,21000,21000,61000000000.0,1.27e+17,0
1508140067,4370350,21000,21000,61000000000.0,1.26e+17,0
1508140067,4370350,30000,21000,22050000000.0,3e+18,0
1508140131,4370352,30000,21000,22050000000.0,9.21e+18,0
1508140140,4370353,90000,21000,20609467870.0,457640000000000.0,0
1508140143,4370354,25200,21000,5137313280.0,4e+18,0
1508140221,4370358,21000,21000,61000000000.0,1.24e+17,0
1508140232,4370359,21000,21000,61000000000.0,1.24e+17,0
1508140232,4370359,21000,21000,61000000000.0,1.24e+17,0
1508140261,4370360,21000,21000,61000000000.0,1.22e+17,0
1508140261,4370360,21000,21000,61000000000.0,1.22e+17,0
1508140261,4370360,21000,21000,61000000000.0,1.21e+17,0
1508140349,4370364,21000,21000,26000000000.0,2.51e+16,0
1508140349,4370364,21000,21000,61000000000.0,1.19e+17,0
1508140387,4370365,21000,21000,61000000000.0,1.19e+17,0
1508140403,4370366,21000,21000,61000000000.0,1.18e+17,0
1508140403,4370366,90000,21000,25200000000.0,1.5e+20,0
1508140434,4370367,21000,21000,23100000000.0,3.52e+17,0
1508140531,4370369,90000,21000,25200000000.0,1.5e+20,0
1508142055,4370432,90000,21000,31500000000.0,5.99e+18,0
1508142072,4370434,25200,21000,42406250000.0,2.51e+18,0
1508142327,4370448,21000,21000,61000000000.0,1.13e+17,0
1508142355,4370450,121000,21000,11000000000.0,1e+19,0
1508142387,4370452,21000,21000,61000000000.0,1.06e+17,0
1508142480,4370453,90000,21000,31500000000.0,2.5e+19,0
1508142480,4370453,21000,21000,23100000000.0,1e+18,0
1508142483,4370454,25200,21000,16514926592.0,1.1e+17,0
1508142567,4370457,21000,21000,61000000000.0,1.06e+17,0
1508142704,4370463,250000,45415,8000000000.0,0.0,1
1508142753,4370466,21000,21000,23100000000.0,1e+17,0
1508142865,4370474,21000,21000,61000000000.0,1.05e+17,0
1508142876,4370475,21000,21000,61000000000.0,1.03e+17,0
1508142911,4370476,21000,21000,61000000000.0,1.03e+17,0
1508142911,4370476,21000,21000,61000000000.0,1.03e+17,0
1508142911,4370476,21000,21000,23100000000.0,4.9e+17,0
1508142911,4370476,21000,21000,61000000000.0,1.03e+17,0
1508142911,4370476,21000,21000,61000000000.0,1.02e+17,0
1508142911,4370476,21000,21000,61000000000.0,1.03e+17,0
1508142945,4370477,30000,21000,22050000000.0,1.89e+17,0
1508142966,4370478,90000,21000,55000000000.0,6.81e+16,0
1508143038,4370482,21000,21000,23100000000.0,8.95e+18,0
1508143076,4370484,25200,21000,15628358656.0,1.1e+17,0
1508143076,4370484,31500,21000,82609467870.0,5e+17,0
1508143091,4370485,21000,21000,61000000000.0,1.01e+17,0
1508143126,4370487,21000,21000,22670414657.0,1.58e+18,0
1508143126,4370487,21000,21000,61000000000.0,1.01e+17,0
1508143219,4370489,21000,21000,61000000000.0,1e+17,0
1508143219,4370489,21000,21000,61000000000.0,1e+17,0
1508143238,4370490,90000,21000,25200000000.0,1.05e+19,0
1508143238,4370490,90000,21000,61000000000.0,2e+19,0
1508143268,4370491,90000,21000,20609467870.0,2e+16,0
1508143311,4370493,21000,21000,61000000000.0,2.23e+17,0
1508143382,4370495,90000,21000,70000000000.0,9.88e+18,0
1508143423,4370499,21000,21000,61000000000.0,9.89e+16,0
1508143475,4370503,90000,21000,30914201805.0,5.21e+17,0
1508143529,4370505,21000,21000,20609467870.0,3.2e+19,0
1508143562,4370506,21000,21000,20609467870.0,1.45e+17,0
1508143603,4370508,121000,21000,19000000000.0,3.82e+16,0
1508143986,4370520,90000,21000,25200000000.0,7e+18,0
1508143986,4370520,90000,21000,25200000000.0,3.38e+18,0
1508143986,4370520,90000,21000,25200000000.0,3.39e+17,0
1508143986,4370520,100000,21000,29000000000.0,7.59e+17,0
1508144058,4370523,25200,21000,41411764224.0,1.2e+19,0
1508144111,4370526,25200,21000,8812500000.0,7e+16,0
1508144111,4370526,100000,21000,29000000000.0,7.59e+17,0
1508144301,4370529,30000,21000,22050000000.0,8.32e+17,0
1508144301,4370529,100000,21000,29000000000.0,7.59e+17,0
1508144301,4370529,30000,21000,22050000000.0,3.4e+17,0
1508144301,4370529,30000,21000,22050000000.0,3e+18,0
1508144618,4370545,21000,21000,11000000000.0,9.8e+17,0
1508144681,4370550,30000,21000,22050000000.0,4.47e+18,0
1508144816,4370557,30000,21000,22050000000.0,3.19e+18,0
1508144820,4370558,90000,21000,9100001337.0,1.23e+17,0
1508144865,4370559,21000,21000,3000000000.0,2.95e+18,0
1508144865,4370559,21000,21000,11000000000.0,9.88e+16,0
1508144865,4370559,21000,21000,11000000000.0,4.89e+16,0
1508144920,4370564,90000,21000,70000000000.0,1.14e+18,0
1508145023,4370569,21000,21000,29000000000.0,8.19e+17,0
1508145023,4370569,21000,21000,11000000000.0,7.71e+18,0
1508145704,4370604,21000,21000,19000000000.0,2.46e+16,0
1508145707,4370605,121000,21000,19000000000.0,2.16e+16,0
1508145707,4370605,121000,21000,19000000000.0,9365620000000000.0,0
1508145742,4370606,25200,21000,22277611520.0,1.1e+17,0
1508145942,4370615,25200,21000,27005970432.0,1.1e+17,0
1508147960,4370695,21000,21000,61000000000.0,8.92e+18,0
1508147993,4370696,25200,21000,5580597248.0,1e+17,0
1508148139,4370707,90000,21000,61000000000.0,9.24e+17,0
1508148301,4370713,25200,21000,4906250000.0,1e+19,0
1508148615,4370728,21000,21000,61000000000.0,1.07e+17,0
1508148690,4370732,90000,21000,55000000000.0,4.76e+16,0
1508148710,4370733,21000,21000,61000000000.0,1.12e+17,0
1508148794,4370737,21000,21000,61000000000.0,1.1e+17,0
1508148794,4370737,21000,21000,61000000000.0,1.73e+17,0
1508148994,4370754,21000,21000,61000000000.0,1.03e+17,0
1508149005,4370756,21000,21000,61000000000.0,1.58e+17,0
1508149026,4370757,21000,21000,61000000000.0,2.28e+17,0
1508149026,4370757,21000,21000,61000000000.0,1.04e+17,0
1508149086,4370761,21000,21000,61000000000.0,2.11e+17,0
1508149086,4370761,21000,21000,61000000000.0,2.11e+17,0
1508149089,4370762,21000,21000,61000000000.0,1.78e+17,0
1508149618,4370783,21000,21000,61000000000.0,3.67e+17,0
1508149618,4370783,21000,21000,61000000000.0,2.24e+17,0
1508149644,4370785,21000,21000,61000000000.0,1.81e+17,0
1508149658,4370786,21000,21000,61000000000.0,6.92e+17,0
1508149710,4370788,21000,21000,61000000000.0,3.65e+17,0
1508149710,4370788,21000,21000,61000000000.0,1.52e+17,0
1508149710,4370788,21000,21000,61000000000.0,3.58e+17,0
1508149710,4370788,21000,21000,61000000000.0,1.93e+17,0
1508149710,4370788,21000,21000,61000000000.0,5.08e+17,0
1508149710,4370788,21000,21000,61000000000.0,6.84e+17,0
1508149748,4370792,21000,21000,61000000000.0,8.94e+17,0
1508149760,4370793,21000,21000,24000000000.0,1.07e+18,0
1508149847,4370796,21000,21000,29000000000.0,2.6e+18,0
1508149864,4370797,21000,21000,17000000000.0,2.53e+18,0
1508149930,4370800,90000,21000,24000000000.0,5e+18,0
1508149935,4370801,90000,21000,24000000000.0,3.43e+17,0
1508149935,4370801,90000,21000,24000000000.0,1.65e+17,0
1508149935,4370801,90000,21000,24000000000.0,1e+17,0
1508149949,4370803,21000,21000,61000000000.0,1.27e+18,0
1508150242,4370817,21000,21000,61000000000.0,1.51e+17,0
1508150330,4370819,21000,21000,61000000000.0,2.16e+17,0
1508150330,4370819,21000,21000,61000000000.0,1.26e+17,0
1508150330,4370819,21000,21000,61000000000.0,1.82e+17,0
1508150330,4370819,21000,21000,61000000000.0,2.96e+17,0
1508150330,4370819,21000,21000,61000000000.0,1.86e+17,0
1508150401,4370824,21000,21000,61000000000.0,1.48e+17,0
1508150401,4370824,21000,21000,61000000000.0,2.44e+17,0
1508150425,4370827,21000,21000,61000000000.0,2.22e+17,0
1508150473,4370829,21000,21000,61000000000.0,1.4e+17,0
1508150563,4370833,21000,21000,61000000000.0,1.36e+17,0
1508150672,4370838,21000,21000,61000000000.0,1.12e+17,0
1508150672,4370838,21000,21000,61000000000.0,1.58e+17,0
1508150672,4370838,21000,21000,61000000000.0,2.11e+17,0
1508150672,4370838,21000,21000,61000000000.0,1.65e+18,0
1508150702,4370840,21000,21000,61000000000.0,2.44e+17,0
1508150702,4370840,21000,21000,61000000000.0,3.19e+17,0
1508150786,4370848,40000,21000,18000000000.0,2.67e+18,0
1508150828,4370852,90000,21000,9100001337.0,3.75e+18,0
1508150828,4370852,31500,21000,9100001337.0,5e+16,0
1508151129,4370868,25200,21000,8812500000.0,4.54e+17,0
1508151132,4370869,121000,21000,14000000000.0,2.26e+17,0
1508151204,4370870,25200,21000,11156250000.0,5e+18,0
1508151385,4370878,90000,21000,55000000000.0,8.33e+16,0
1508152100,4370913,21000,21000,21000000000.0,6.8e+18,1
1508152910,4370944,21000,21000,23000000000.0,5e+17,0
1508153015,4370948,21000,21000,24000000000.0,1e+18,0
1508153181,4370952,21000,21000,61000000000.0,5.99e+17,0
1508153203,4370953,25200,21000,100000000000.0,1.5e+17,0
1508153285,4370956,121000,21000,11000000000.0,5.43e+16,0
1508153456,4370965,90000,21000,55000000000.0,9155170000000000.0,0
1508153703,4370980,121001,21000,3000000000.0,1e+17,0
1508153744,4370982,90000,21000,55000000000.0,2.28e+17,0
1508153871,4370989,21000,21000,49000000000.0,2e+18,0
1508154031,4371000,21000,21000,29000000000.0,2.64e+17,0
1508154427,4371019,50000,21000,3000000000.0,1e+18,0
1508154543,4371026,40000,21000,17000000000.0,2.45e+18,0
1508154543,4371026,100000,21000,7000000000.0,1e+16,0
1508155145,4371053,25200,21000,5687500000.0,2e+18,0
1508155306,4371064,25200,21000,70152241152.0,1.5e+19,0
1508155566,4371078,21000,21000,29000000000.0,3.75e+17,0
1508156183,4371111,21000,21000,29000000000.0,2e+18,0
1508156358,4371121,200000,21000,33000000000.0,4.06e+20,0
1508158223,4371222,121000,21000,3000000000.0,1.47e+17,0
1508158225,4371223,90000,21000,24000000000.0,6.61e+17,0
1508158245,4371224,90000,21000,609467870.0,1381810000000000.0,0
1508158655,4371247,21000,21000,18000000000.0,2000000000000000.0,0
1508158761,4371253,21000,21000,24000000000.0,1e+16,0
1508159145,4371278,21000,21000,7000000000.0,1e+18,0
1508159350,4371298,21000,21000,4400000000.0,8.21e+18,0
1508159483,4371307,90000,21000,9100001337.0,1.76e+18,0
1508159548,4371311,21000,21000,9100001337.0,3.42e+18,0
1508159671,4371317,21000,21000,14000000000.0,5.63e+19,0
1508159671,4371317,121000,21000,14000000000.0,3.84e+17,0
1508159709,4371319,25200,21000,35723882496.0,2.1e+18,0
1508159846,4371327,21000,21000,9900000000.0,9.87e+16,0
1508159872,4371329,21000,21000,4100001337.0,9.72e+19,0
1508159933,4371334,25200,21000,99999997952.0,1e+17,0
1508160069,4371343,21000,21000,9900000000.0,1.49e+17,0
1508160073,4371344,50000,21000,16000000000.0,1e+18,0
1508160096,4371346,21000,21000,4400000000.0,8.71e+18,0
1508160210,4371351,21000,21000,1100000000.0,18900000000000.0,0
1508160210,4371351,21000,21000,1100000000.0,2.2e+19,0
1508160210,4371351,21000,21000,1100000000.0,6.41e+19,0
1508160210,4371351,21000,21000,1100000000.0,16364500000000.0,0
1508160210,4371351,21000,21000,1100000000.0,1.5e+19,0
1508160210,4371351,21000,21000,1100000000.0,2.01e+19,0
1508160210,4371351,21000,21000,1100000000.0,26666400000000.0,0
1508160254,4371354,35000,30981,9100001337.0,9.07e+16,0
1508160254,4371354,30000,21000,9555001404.0,1.78e+18,0
1508160272,4371355,21000,21000,47000000000.0,8.71e+18,0
1508160297,4371358,121000,21000,4125000000.0,2.52e+16,0
1508160352,4371360,21000,21000,4125000000.0,1.25e+19,0
1508160352,4371360,121000,21000,4125000000.0,1.33e+17,0
1508160364,4371361,21000,21000,29000000000.0,1.63e+18,0
1508160390,4371362,121000,21000,4125000000.0,7.57e+16,0
1508160614,4371372,90000,21000,70000000000.0,9.99e+17,0
1508160634,4371373,25200,21000,30029408256.0,2e+18,0
1508160723,4371378,100000,21000,29000000000.0,6.19e+17,0
1508160800,4371381,40000,21000,24000000000.0,3.47e+16,0
1508160800,4371381,25200,21000,36029411328.0,2e+18,0
1508160902,4371388,21000,21000,9100001337.0,4.15e+17,0
1508160902,4371388,21000,21000,9100001337.0,5.11e+18,0
1508160905,4371389,30000,21000,9450000000.0,1.18e+18,0
1508160932,4371391,250000,21000,100000000000.0,3.4e+17,0
1508162114,4371458,35000,30981,9100001337.0,6.63e+16,0
1508162136,4371460,30000,21000,9555001404.0,6.89e+18,0
1508162136,4371460,30000,21000,9555001404.0,4.02e+18,0
1508162167,4371461,200000,21000,18200002674.0,7.09e+17,0
1508162167,4371461,21000,21000,13650002006.0,3.09e+18,0
1508162167,4371461,50000,21000,9100001337.0,1e+18,0
1508162170,4371462,50000,21000,9100001337.0,9.9e+16,0
1508162238,4371464,50000,21000,9450000000.0,4.91e+16,0
1508162276,4371468,121000,21000,9450000000.0,1.01e+16,0
1508162276,4371468,121000,21000,18000000000.0,1.44e+16,0
1508162341,4371474,30000,21000,9555001404.0,1.38e+19,0
1508162388,4371476,121000,21000,9100001337.0,3.04e+16,0
1508162423,4371477,21000,21000,10914750000.0,120981000000000.0,0
1508162453,4371478,100000,21000,29000000000.0,5.57e+17,0
1508162463,4371479,31500,21000,9922500000.0,4e+17,0
1508162463,4371479,30000,21000,9555001404.0,1.51e+18,0
1508162463,4371479,90000,21000,9922500000.0,4.5e+16,0
1508162492,4371480,25200,21000,1781250000.0,1000000000000000.0,0
1508162523,4371481,25200,21000,9450000000.0,1e+18,0
1508162523,4371481,121000,21000,9922500000.0,1.3e+18,0
1508162541,4371483,25200,21000,78343750000.0,1e+16,0
1508162597,4371486,50000,21000,9100001337.0,2.51e+17,0
1508162627,4371487,21000,21000,9100001337.0,2e+16,0
1508162627,4371487,50000,21000,9450000000.0,1e+18,0
1508162627,4371487,21000,21000,9555001404.0,2.35e+18,0
1508162627,4371487,21000,21000,9555001404.0,4e+17,0
1508162725,4371491,25200,21000,22352939008.0,1e+18,0
1508162725,4371491,22000,21000,9100001337.0,9500000000000000.0,0
1508162736,4371492,21000,21000,13000000000.0,1.5e+20,0
1508162736,4371492,50000,21000,9100001337.0,1.01e+18,0
1508162738,4371493,50000,21000,9100001337.0,3.99e+17,0
1508162738,4371493,90000,21000,11340000000.0,2e+17,0
1508162738,4371493,50000,21000,9100001337.0,6.04e+16,0
1508162738,4371493,50000,21000,9450000000.0,4.91e+16,0
1508162752,4371495,250000,21000,3000000000.0,1000000000000000.0,0
1508162817,4371499,121000,21000,9450000000.0,1.98e+16,0
1508162817,4371499,21000,21000,9450000000.0,9.8e+17,0
1508162842,4371501,200000,21000,19845000000.0,992250000000000.0,0
1508162849,4371502,25200,21000,9922500000.0,9.95e+18,0
1508163020,4371511,90000,21000,55000000000.0,1e+18,0
1508163037,4371512,21000,21000,9100001337.0,1.39e+18,0
1508163123,4371514,50000,21000,9450000000.0,9.97e+16,0
1508163123,4371514,50000,21000,9450000000.0,5.91e+16,0
1508163123,4371514,50000,21000,9450000000.0,1.79e+17,0
